UAI;Nom_lycee;IPS_voie_pro
0131485U;LYCEE PROFESSIONNEL PRIVE LE ROCHER LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;91,8
0131485U;LYCEE PROFESSIONNEL PRIVE LE ROCHER LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;92,4
0131485U;LYCEE PROFESSIONNEL PRIVE LE ROCHER LYCEE DES METIERS DES SOINS ET SERVICES A LA PERSONNE;96,2
0340992U;LYCEE PROFESSIONNEL PRIVE LE SACRE COEUR;104,7
0340992U;LYCEE PROFESSIONNEL PRIVE LE SACRE COEUR;105,3
0340992U;LYCEE PROFESSIONNEL PRIVE LE SACRE COEUR;106,6
0340992U;LYCEE PROFESSIONNEL PRIVE LE SACRE COEUR;102,3
0592964B;LYCEE PROFESSIONNEL PRIVE LEONARD DE VINCI;90,2
0592964B;LYCEE PROFESSIONNEL PRIVE LEONARD DE VINCI;85,1
0592964B;LYCEE PROFESSIONNEL PRIVE LEONARD DE VINCI;86,6
0592964B;LYCEE PROFESSIONNEL PRIVE LEONARD DE VINCI;85,3
0100063P;LYCEE PROFESSIONNEL PRIVE LEONIE AVIAT;82,6
0100063P;LYCEE PROFESSIONNEL PRIVE LEONIE AVIAT;81,9
0100063P;LYCEE PROFESSIONNEL PRIVE LEONIE AVIAT;80,7
0100063P;LYCEE PROFESSIONNEL PRIVE LEONIE AVIAT;84,3
0490910Y;LYCEE PROFESSIONNEL PRIVE LES ARDILLIERS;89,8
0490910Y;LYCEE PROFESSIONNEL PRIVE LES ARDILLIERS;91
0490910Y;LYCEE PROFESSIONNEL PRIVE LES ARDILLIERS;91,3
0490910Y;LYCEE PROFESSIONNEL PRIVE LES ARDILLIERS;92,8
0490910Y;LYCEE PROFESSIONNEL PRIVE LES ARDILLIERS LYCEE DES METIERS DE LA SANTE DU COMMERCE ET DE L ADMINISTR;91
0490910Y;LYCEE PROFESSIONNEL PRIVE LES ARDILLIERS LYCEE DES METIERS DE LA SANTE DU COMMERCE ET DE L ADMINISTR;89,8
0490910Y;LYCEE PROFESSIONNEL PRIVE LES ARDILLIERS LYCEE DES METIERS DE LA SANTE DU COMMERCE ET DE L ADMINISTR;92,8
0490910Y;LYCEE PROFESSIONNEL PRIVE LES ARDILLIERS LYCEE DES METIERS DE LA SANTE DU COMMERCE ET DE L ADMINISTR;91,3
0741287X;LYCEE PROFESSIONNEL PRIVE LES BRESSIS;94,3
0381758E;LYCEE PROFESSIONNEL PRIVE LES CHARMILLES LYCEE DES METIERS DU TERTIAIRE;102
0381758E;LYCEE PROFESSIONNEL PRIVE LES CHARMILLES LYCEE DES METIERS DU TERTIAIRE;101,8
0381758E;LYCEE PROFESSIONNEL PRIVE LES CHARMILLES LYCEE DES METIERS DU TERTIAIRE;100,4
0381758E;LYCEE PROFESSIONNEL PRIVE LES CHARMILLES LYCEE DES METIERS DU TERTIAIRE;102,8
0782100J;LYCEE PROFESSIONNEL PRIVE LES CHATAIGNIERS;111,7
0782100J;LYCEE PROFESSIONNEL PRIVE LES CHATAIGNIERS;108,1
0782100J;LYCEE PROFESSIONNEL PRIVE LES CHATAIGNIERS;112
0782100J;LYCEE PROFESSIONNEL PRIVE LES CHATAIGNIERS;113,3
0631408N;LYCEE PROFESSIONNEL PRIVE LES CORDELIERS LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;93,6
0631408N;LYCEE PROFESSIONNEL PRIVE LES CORDELIERS LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;91,1
0631408N;LYCEE PROFESSIONNEL PRIVE LES CORDELIERS LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;91,9
0631408N;LYCEE PROFESSIONNEL PRIVE LES CORDELIERS LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;92,2
0061394H;LYCEE PROFESSIONNEL PRIVE LES FAUVETTES;88,8
0061394H;LYCEE PROFESSIONNEL PRIVE LES FAUVETTES;89,2
0061394H;LYCEE PROFESSIONNEL PRIVE LES FAUVETTES;93,1
0061394H;LYCEE PROFESSIONNEL PRIVE LES FAUVETTES;89,8
0381809K;LYCEE PROFESSIONNEL PRIVE LES GORGES LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PE;95,4
0381809K;LYCEE PROFESSIONNEL PRIVE LES GORGES LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PE;100,5
0381809K;LYCEE PROFESSIONNEL PRIVE LES GORGES LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PE;97,2
0381809K;LYCEE PROFESSIONNEL PRIVE LES GORGES LYCEE DES METIERS DU COMMERCE DU SOCIAL ET DES SERVICES A LA PE;93,7
0090045A;LYCEE PROFESSIONNEL PRIVE LES JACOBINS;85,5
0090045A;LYCEE PROFESSIONNEL PRIVE LES JACOBINS;93,4
0090045A;LYCEE PROFESSIONNEL PRIVE LES JACOBINS;92,1
0090045A;LYCEE PROFESSIONNEL PRIVE LES JACOBINS;90,8
9710775R;LYCEE PROFESSIONNEL PRIVE LES PERSEVERANTS;75,4
9710775R;LYCEE PROFESSIONNEL PRIVE LES PERSEVERANTS;71,5
9710775R;LYCEE PROFESSIONNEL PRIVE LES PERSEVERANTS;73,5
9710775R;LYCEE PROFESSIONNEL PRIVE LES PERSEVERANTS;71,6
381805,00 F;LYCEE PROFESSIONNEL PRIVE LES PORTES DE CHARTREUSE;107,6
381805,00 F;LYCEE PROFESSIONNEL PRIVE LES PORTES DE CHARTREUSE;105,6
381805,00 F;LYCEE PROFESSIONNEL PRIVE LES PORTES DE CHARTREUSE;107,5
0311971Z;LYCEE PROFESSIONNEL PRIVE LES POTIERS;116,4
0311971Z;LYCEE PROFESSIONNEL PRIVE LES POTIERS;110,9
0311971Z;LYCEE PROFESSIONNEL PRIVE LES POTIERS;111,3
0311971Z;LYCEE PROFESSIONNEL PRIVE LES POTIERS;112,6
0382169B;LYCEE PROFESSIONNEL PRIVE LES PRAIRIES;88,8
0382169B;LYCEE PROFESSIONNEL PRIVE LES PRAIRIES;82,3
0382169B;LYCEE PROFESSIONNEL PRIVE LES PRAIRIES;79,6
0382169B;LYCEE PROFESSIONNEL PRIVE LES PRAIRIES;80,3
0141868E;LYCEE PROFESSIONNEL PRIVE LES ROSIERS;88,7
0141868E;LYCEE PROFESSIONNEL PRIVE LES ROSIERS;85,4
0141868E;LYCEE PROFESSIONNEL PRIVE LES ROSIERS;84,8
0141868E;LYCEE PROFESSIONNEL PRIVE LES ROSIERS;89
0772151V;LYCEE PROFESSIONNEL PRIVE LES SINOPLIES;114,2
0772151V;LYCEE PROFESSIONNEL PRIVE LES SINOPLIES;104,9
0772151V;LYCEE PROFESSIONNEL PRIVE LES SINOPLIES;105
0772151V;LYCEE PROFESSIONNEL PRIVE LES SINOPLIES;104
0121429N;LYCEE PROFESSIONNEL PRIVE LOUIS QUERBES LYCEE DES METIERS DES SECTEURS TERTIAIRES LYCEE DES METIERS ;104,8
0121429N;LYCEE PROFESSIONNEL PRIVE LOUIS QUERBES LYCEE DES METIERS DES SECTEURS TERTIAIRES LYCEE DES METIERS ;104,3
0121429N;LYCEE PROFESSIONNEL PRIVE LOUIS QUERBES LYCEE DES METIERS DES SECTEURS TERTIAIRES LYCEE DES METIERS ;102,3
0121429N;LYCEE PROFESSIONNEL PRIVE LOUIS QUERBES LYCEE DES METIERS DES SECTEURS TERTIAIRES LYCEE DES METIERS ;103,5
0070100W;LYCEE PROFESSIONNEL PRIVE MARC SEGUIN;94,9
0070100W;LYCEE PROFESSIONNEL PRIVE MARC SEGUIN;94,6
0070100W;LYCEE PROFESSIONNEL PRIVE MARC SEGUIN;95,3
0070100W;LYCEE PROFESSIONNEL PRIVE MARC SEGUIN;93,7
0932721C;LYCEE PROFESSIONNEL PRIVE MARCEL LAMY;83,1
0932721C;LYCEE PROFESSIONNEL PRIVE MARCEL LAMY;82,5
0120105Z;LYCEE PROFESSIONNEL PRIVE MARGUERITE MARIE;91,4
0120105Z;LYCEE PROFESSIONNEL PRIVE MARGUERITE MARIE;88,2
0120105Z;LYCEE PROFESSIONNEL PRIVE MARGUERITE MARIE;86,6
0120105Z;LYCEE PROFESSIONNEL PRIVE MARGUERITE MARIE;92
0593015G;LYCEE PROFESSIONNEL PRIVE MARIA GORETTI;85,7
0593015G;LYCEE PROFESSIONNEL PRIVE MARIA GORETTI;82,8
0593015G;LYCEE PROFESSIONNEL PRIVE MARIA GORETTI;86,9
0593015G;LYCEE PROFESSIONNEL PRIVE MARIA GORETTI;83,9
0221867K;LYCEE PROFESSIONNEL PRIVE MARIE BALAVENNE;86,9
0221867K;LYCEE PROFESSIONNEL PRIVE MARIE BALAVENNE;83,3
0221867K;LYCEE PROFESSIONNEL PRIVE MARIE BALAVENNE;86,3
0221867K;LYCEE PROFESSIONNEL PRIVE MARIE BALAVENNE;83,1
0830116A;LYCEE PROFESSIONNEL PRIVE MARIE FRANCE;104,4
0830116A;LYCEE PROFESSIONNEL PRIVE MARIE FRANCE;103,6
0830116A;LYCEE PROFESSIONNEL PRIVE MARIE FRANCE;102,8
0830116A;LYCEE PROFESSIONNEL PRIVE MARIE FRANCE;106,2
0541364P;LYCEE PROFESSIONNEL PRIVE MARIE IMMACULEE;84,8
0541364P;LYCEE PROFESSIONNEL PRIVE MARIE IMMACULEE;89,1
0541364P;LYCEE PROFESSIONNEL PRIVE MARIE IMMACULEE;82,4
0541364P;LYCEE PROFESSIONNEL PRIVE MARIE IMMACULEE;85,1
0070107D;LYCEE PROFESSIONNEL PRIVE MARIE RIVIER;97,5
0070107D;LYCEE PROFESSIONNEL PRIVE MARIE RIVIER;100,8
0070107D;LYCEE PROFESSIONNEL PRIVE MARIE RIVIER;94,9
0070107D;LYCEE PROFESSIONNEL PRIVE MARIE RIVIER;95,5
0740155S;LYCEE PROFESSIONNEL PRIVE MONT BLANC;97,7
0740155S;LYCEE PROFESSIONNEL PRIVE MONT BLANC;97,2
0740155S;LYCEE PROFESSIONNEL PRIVE MONT BLANC;95,8
0220122N;LYCEE PROFESSIONNEL PRIVE MONTBAREIL LYCEE DES METIERS DE LA COIFFURE ET DE L ESTHETIQUE COSMETIQUE;96,3
0220122N;LYCEE PROFESSIONNEL PRIVE MONTBAREIL LYCEE DES METIERS DE LA COIFFURE ET DE L ESTHETIQUE COSMETIQUE;94,3
0220122N;LYCEE PROFESSIONNEL PRIVE MONTBAREIL LYCEE DES METIERS DE LA COIFFURE ET DE L ESTHETIQUE COSMETIQUE;94
0220122N;LYCEE PROFESSIONNEL PRIVE MONTBAREIL LYCEE DES METIERS DE LA COIFFURE ET DE L ESTHETIQUE COSMETIQUE;98,7
0640184C;LYCEE PROFESSIONNEL PRIVE MONTPENSIER;90
0640184C;LYCEE PROFESSIONNEL PRIVE MONTPENSIER;92,1
0640184C;LYCEE PROFESSIONNEL PRIVE MONTPENSIER;90,3
0640184C;LYCEE PROFESSIONNEL PRIVE MONTPENSIER;90,5
0261139X;LYCEE PROFESSIONNEL PRIVE MONTPLAISIR LYCEE DES METIERS DES TECHNOLOGIES MEDICO SOCIAL DE L ADMINIST;98,6
0261139X;LYCEE PROFESSIONNEL PRIVE MONTPLAISIR LYCEE DES METIERS DES TECHNOLOGIES MEDICO SOCIAL DE L ADMINIST;103,9
0261139X;LYCEE PROFESSIONNEL PRIVE MONTPLAISIR LYCEE DES METIERS DES TECHNOLOGIES MEDICO SOCIAL DE L ADMINIST;100,1
0261139X;LYCEE PROFESSIONNEL PRIVE MONTPLAISIR LYCEE DES METIERS DES TECHNOLOGIES MEDICO SOCIAL DE L ADMINIST;100,4
0261139X;LYCEE PROFESSIONNEL PRIVE MONTPLAISIR LYCEE DES METIERS DES TECHNOLOGIES MEDICO SOCIALES DE L ADMINI;103,9
0261139X;LYCEE PROFESSIONNEL PRIVE MONTPLAISIR LYCEE DES METIERS DES TECHNOLOGIES MEDICO SOCIALES DE L ADMINI;98,6
0261139X;LYCEE PROFESSIONNEL PRIVE MONTPLAISIR LYCEE DES METIERS DES TECHNOLOGIES MEDICO SOCIALES DE L ADMINI;100,1
0261139X;LYCEE PROFESSIONNEL PRIVE MONTPLAISIR LYCEE DES METIERS DES TECHNOLOGIES MEDICO SOCIALES DE L ADMINI;100,4
0312064A;LYCEE PROFESSIONNEL PRIVE MYRIAM;86,7
0312064A;LYCEE PROFESSIONNEL PRIVE MYRIAM;87,9
0312064A;LYCEE PROFESSIONNEL PRIVE MYRIAM;87,5
0312064A;LYCEE PROFESSIONNEL PRIVE MYRIAM;87,3
0440262W;LYCEE PROFESSIONNEL PRIVE NAZARETH;92,1
0440262W;LYCEE PROFESSIONNEL PRIVE NAZARETH;96
0440262W;LYCEE PROFESSIONNEL PRIVE NAZARETH;91,1
0440262W;LYCEE PROFESSIONNEL PRIVE NAZARETH;96,1
0541357G;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;78,2
0541357G;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;88,1
0541357G;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;83,4
0541357G;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;87,2
0783537W;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;108
0783537W;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;109
0783537W;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;112,4
0280684S;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;80,9
0280684S;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;81
0280684S;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;82,3
0280684S;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;83,3
0350790U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;95,3
0350790U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;94,9
0350790U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;96,9
0350790U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;95,9
0691465T;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;93,2
0691465T;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;97,1
0693375U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;96,7
0693375U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;92,1
0693375U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;97,5
0693375U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;95
0761347B;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;89,9
0761347B;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;87,3
0761347B;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;86,8
0761347B;LYCEE PROFESSIONNEL PRIVE NOTRE DAME;94
0141191U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE FIDELITE LYCEE DES METIERS DU SECTEUR DE LA SANTE ET DU SOCI;93,1
0141191U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE FIDELITE LYCEE DES METIERS DU SECTEUR DE LA SANTE ET DU SOCI;93,7
0141191U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE FIDELITE LYCEE DES METIERS DU SECTEUR DE LA SANTE ET DU SOCI;91,9
0572951Y;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE LA PROVIDENCE;106,9
0572951Y;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE LA PROVIDENCE;112
0572951Y;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE LA PROVIDENCE;109,3
0572951Y;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE LA PROVIDENCE;112,4
0880120C;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE LA PROVIDENCE;95
0880120C;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE LA PROVIDENCE;99,5
0880120C;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE LA PROVIDENCE;88,5
0880120C;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE LA PROVIDENCE;96,3
0141193W;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE NAZARETH;107,5
0141193W;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE NAZARETH;106,4
0141193W;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE NAZARETH;104
0141193W;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE NAZARETH;101
0260078U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DES CHAMPS;88,5
0260078U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DES CHAMPS;91
0260078U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DES CHAMPS;93
0260078U;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DES CHAMPS;89,4
0550700M;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DES VERTUS;81,7
0550700M;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DES VERTUS;83,6
0550700M;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DES VERTUS;82,8
0550700M;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DES VERTUS;83,3
0430103D;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU CHATEAU;92,6
0430103D;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU CHATEAU;91,3
0430103D;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU CHATEAU;92,5
0430103D;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU CHATEAU;93,3
0781582W;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU GRANDCHAMP;122,6
0781582W;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU GRANDCHAMP;120
0781582W;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU GRANDCHAMP;129,3
0781582W;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU GRANDCHAMP;127,9
0290207T;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU KREISKER;94,6
0290207T;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU KREISKER;93,3
0290207T;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU KREISKER;85,3
0290207T;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU KREISKER;90
0593030Y;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU SACRE COEUR LYCEE DES METIERS DU BIEN ÃTRE DE LA SANTE ET D;87,4
0593030Y;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU SACRE COEUR LYCEE DES METIERS DU BIEN ÃTRE DE LA SANTE ET D;88,9
0593030Y;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU SACRE COEUR LYCEE DES METIERS DU BIEN ÃTRE DE LA SANTE ET D;90,1
0593030Y;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DU SACRE COEUR LYCEE DES METIERS DU BIEN ÃTRE DE LA SANTE ET D;89,1
0470730N;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LA COMPASSION;81,1
0470730N;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LA COMPASSION;82,8
0470730N;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LA COMPASSION;82,7
0470730N;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LA COMPASSION;82,2
0370757X;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LA RICHE SOUS LE PATRONAGE DE SAINT VINCENT DE PAUL;97,8
0370757X;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LA RICHE SOUS LE PATRONAGE DE SAINT VINCENT DE PAUL;100,6
0370757X;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LA RICHE SOUS LE PATRONAGE DE SAINT VINCENT DE PAUL;100,2
0370757X;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LA RICHE SOUS LE PATRONAGE DE SAINT VINCENT DE PAUL;99,3
0810113H;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LYCEE DES METIERS;87,3
0810113H;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LYCEE DES METIERS;90,8
0810113H;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LYCEE DES METIERS;84,1
0810113H;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LYCEE DES METIERS;88,4
0350807M;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LYCEE DES METIERS DE LA RESTAURATION ET DU SERVICE;102,6
0350807M;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LYCEE DES METIERS DE LA RESTAURATION ET DU SERVICE;103,7
0350807M;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LYCEE DES METIERS DE LA RESTAURATION ET DU SERVICE;102,4
0350807M;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LYCEE DES METIERS DE LA RESTAURATION ET DU SERVICE;108,6
0070114L;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LYCEE DES METIERS DU TRAVAIL SOCIAL ET DE LA SANTE;81,6
0070114L;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LYCEE DES METIERS DU TRAVAIL SOCIAL ET DE LA SANTE;79,6
0070114L;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LYCEE DES METIERS DU TRAVAIL SOCIAL ET DE LA SANTE;82,2
0070114L;LYCEE PROFESSIONNEL PRIVE NOTRE DAME LYCEE DES METIERS DU TRAVAIL SOCIAL ET DE LA SANTE;80,5
0881530K;LYCEE PROFESSIONNEL PRIVE NOTRE DAME SAINT JOSEPH;86,9
0881530K;LYCEE PROFESSIONNEL PRIVE NOTRE DAME SAINT JOSEPH;85,1
0881530K;LYCEE PROFESSIONNEL PRIVE NOTRE DAME SAINT JOSEPH;87,5
0881530K;LYCEE PROFESSIONNEL PRIVE NOTRE DAME SAINT JOSEPH;84,8
0950804H;LYCEE PROFESSIONNEL PRIVE NOTRE FAMILLE;126,4
0950804H;LYCEE PROFESSIONNEL PRIVE NOTRE FAMILLE;128,8
0950804H;LYCEE PROFESSIONNEL PRIVE NOTRE FAMILLE;125,6
0950804H;LYCEE PROFESSIONNEL PRIVE NOTRE FAMILLE;127,4
0320652K;LYCEE PROFESSIONNEL PRIVE ORATOIRE SAINTE MARIE;104,3
0320652K;LYCEE PROFESSIONNEL PRIVE ORATOIRE SAINTE MARIE;107,2
0320652K;LYCEE PROFESSIONNEL PRIVE ORATOIRE SAINTE MARIE;109,4
0320652K;LYCEE PROFESSIONNEL PRIVE ORATOIRE SAINTE MARIE;98,4
0141197A;LYCEE PROFESSIONNEL PRIVE ORPHELINS APPRENTIS D AUTEUIL;69,7
0141197A;LYCEE PROFESSIONNEL PRIVE ORPHELINS APPRENTIS D AUTEUIL;70,5
0141197A;LYCEE PROFESSIONNEL PRIVE ORPHELINS APPRENTIS D AUTEUIL;71,7
0141197A;LYCEE PROFESSIONNEL PRIVE ORPHELINS APPRENTIS D AUTEUIL;73,2
0690653K;LYCEE PROFESSIONNEL PRIVE ORSEL;95,8
0690653K;LYCEE PROFESSIONNEL PRIVE ORSEL;89,2
0690653K;LYCEE PROFESSIONNEL PRIVE ORSEL;88,8
0690653K;LYCEE PROFESSIONNEL PRIVE ORSEL;90
0930960N;LYCEE PROFESSIONNEL PRIVE ORT;110,6
0930960N;LYCEE PROFESSIONNEL PRIVE ORT;108,2
0930960N;LYCEE PROFESSIONNEL PRIVE ORT;109,5
0930960N;LYCEE PROFESSIONNEL PRIVE ORT;116,4
0693406C;LYCEE PROFESSIONNEL PRIVE ORT;107,6
0693406C;LYCEE PROFESSIONNEL PRIVE ORT;110
0693406C;LYCEE PROFESSIONNEL PRIVE ORT;107,2
0693406C;LYCEE PROFESSIONNEL PRIVE ORT;107,9
0131424C;LYCEE PROFESSIONNEL PRIVE ORT LEON BRAMSON;94,7
0131424C;LYCEE PROFESSIONNEL PRIVE ORT LEON BRAMSON;97,4
0131424C;LYCEE PROFESSIONNEL PRIVE ORT LEON BRAMSON;92,8
0131424C;LYCEE PROFESSIONNEL PRIVE ORT LEON BRAMSON;92,5
0312191N;LYCEE PROFESSIONNEL PRIVE ORT MAURICE GRYNFOGEL;105
0312191N;LYCEE PROFESSIONNEL PRIVE ORT MAURICE GRYNFOGEL;110,2
0312191N;LYCEE PROFESSIONNEL PRIVE ORT MAURICE GRYNFOGEL;108,4
0312191N;LYCEE PROFESSIONNEL PRIVE ORT MAURICE GRYNFOGEL;109,5
0430101B;LYCEE PROFESSIONNEL PRIVE PARADIS;101,6
0430101B;LYCEE PROFESSIONNEL PRIVE PARADIS;101,4
0430101B;LYCEE PROFESSIONNEL PRIVE PARADIS;97,3
0430101B;LYCEE PROFESSIONNEL PRIVE PARADIS;97
300109,00 F;LYCEE PROFESSIONNEL PRIVE PASTEUR;90,8
300109,00 F;LYCEE PROFESSIONNEL PRIVE PASTEUR;88,5
300109,00 F;LYCEE PROFESSIONNEL PRIVE PASTEUR;88,9
300109,00 F;LYCEE PROFESSIONNEL PRIVE PASTEUR;88,7
9710066V;LYCEE PROFESSIONNEL PRIVE PENSIONNAT DE VERSAILLES;83,5
0381899H;LYCEE PROFESSIONNEL PRIVE PHILIPPINE DUCHESNE LYCEE DES METIERS DU MEDICO SOCIAL;105,4
0381899H;LYCEE PROFESSIONNEL PRIVE PHILIPPINE DUCHESNE LYCEE DES METIERS DU MEDICO SOCIAL;100,3
0381899H;LYCEE PROFESSIONNEL PRIVE PHILIPPINE DUCHESNE LYCEE DES METIERS DU MEDICO SOCIAL;104,8
0131437S;LYCEE PROFESSIONNEL PRIVE PHOCEA RENE ATTOYAN COIFFURE;75,8
0131437S;LYCEE PROFESSIONNEL PRIVE PHOCEA RENE ATTOYAN COIFFURE;84,3
0131437S;LYCEE PROFESSIONNEL PRIVE PHOCEA RENE ATTOYAN COIFFURE;82,4
0131437S;LYCEE PROFESSIONNEL PRIVE PHOCEA RENE ATTOYAN COIFFURE;86,6
0541363N;LYCEE PROFESSIONNEL PRIVE PIERRE DE COUBERTIN;101,3
0541363N;LYCEE PROFESSIONNEL PRIVE PIERRE DE COUBERTIN;78,8
0541363N;LYCEE PROFESSIONNEL PRIVE PIERRE DE COUBERTIN;100,6
0541363N;LYCEE PROFESSIONNEL PRIVE PIERRE DE COUBERTIN;104,3
0050039R;LYCEE PROFESSIONNEL PRIVE PIERRE ET LOUIS POUTRAIN;102,2
0050039R;LYCEE PROFESSIONNEL PRIVE PIERRE ET LOUIS POUTRAIN;96,8
0050039R;LYCEE PROFESSIONNEL PRIVE PIERRE ET LOUIS POUTRAIN;94,8
0050039R;LYCEE PROFESSIONNEL PRIVE PIERRE ET LOUIS POUTRAIN;95,1
0440267B;LYCEE PROFESSIONNEL PRIVE PIERRE MASSON LYCEE DES METIERS DE LA COIFFURE;99,8
0440267B;LYCEE PROFESSIONNEL PRIVE PIERRE MASSON LYCEE DES METIERS DE LA COIFFURE;105,7
0440267B;LYCEE PROFESSIONNEL PRIVE PIERRE MASSON LYCEE DES METIERS DE LA COIFFURE;103,5
0440267B;LYCEE PROFESSIONNEL PRIVE PIERRE MASSON LYCEE DES METIERS DE LA COIFFURE;98,1
0940853S;LYCEE PROFESSIONNEL PRIVE POULLART DES PLACES;81,7
0940853S;LYCEE PROFESSIONNEL PRIVE POULLART DES PLACES;85,5
0940853S;LYCEE PROFESSIONNEL PRIVE POULLART DES PLACES;84,8
0940853S;LYCEE PROFESSIONNEL PRIVE POULLART DES PLACES;85,3
0631048X;LYCEE PROFESSIONNEL PRIVE RENE RAMBAUD COIFFURE;88,9
0631048X;LYCEE PROFESSIONNEL PRIVE RENE RAMBAUD COIFFURE;81,7
0631048X;LYCEE PROFESSIONNEL PRIVE RENE RAMBAUD COIFFURE;85
0631048X;LYCEE PROFESSIONNEL PRIVE RENE RAMBAUD COIFFURE;84,4
0940823J;LYCEE PROFESSIONNEL PRIVE ROBERT KELLER;106,8
